,run_id,model_execution_time,start_time,end_time,max_models,run_time,model_species,run_path
0,XBL7h1dtl,318.0548508167267,1554937694.004011,1554937694.004011,9,300,regression,C:\Users\sahan\Documents\Python_1\XBL7h1dtl
